details,etat,adresse,prix,image_lien
CUISINIÈRE FERRE 4 FEUX 60X60 INOX,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE FERRE 4 FEUX 50×50 NOIR FSC40G2,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE FERRE 4 FEUX 50/50 GRIS,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE FERRE 4 FEUX 50/50 BLANC F5C40G2,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE ELACTRON 4 FEUX 60X60 INOX,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
Cocotte intelligent  électrique 14 fonctions 6.5L,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
Four électrique 48L,Neuf,Pikine                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE ASTECH 5 FEUX 80X60 INOX,Neuf,Plateau                                                                                Dakar,249000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48f5bcf132a64848afb100da96cc7409/-/horizon-files-prod/ed/picture/qdeezxgj/0075e6c940fb8d71d2e4bd4ca00af2c172572bfc.jpg
CUISINIÈRE HAIER 5 FEUX FULL OPTION INOX 90×60 HCR,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
Four électrique HARLEM 38 litre,Neuf,Médina                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE SMART TECHNOLOGY 5 FEUX 90×60 INOX ROTISSEUR,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE SMART TECHNOLOGY 4 FEUX 50×50 INOX FULL OPTION,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE SMART TECHNOLOGY 4 FEUX 50×50 INOX,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE ROCH 5 FEUX 90×60 INOX F9L50 G2-IL,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE ASTECH 4 FEUX 50×50 MIS CSI-50MS,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
CUISINIÈRE 3F GAZ+1 F ÉLECTRIQUE + FOUR ÉLECTRIQUE,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
GRILLE PAIN DECAKILA 1400W NOIR KETS011B,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
GRILLE PAIN DECAKILA 750W SILVER KETS009M,Neuf,Plateau                                                                                Dakar,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df793479ecd5c1bad119b44d63b0845b/-/horizon-files-prod/ed/picture/q8vvr2z0/3e4e90f22dc7cfe0dcc256dc81dbbc25e3c07207.jpg
MICRO FOUR TECHNOLUX 40 LITRES,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE FULL OPTION SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE REALCE 4 FEUX 50×50 WHITE,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE HAIER 5 FEUX 90×60 ROUGE HCR6050EGR,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE ASTECH 6 FEUX CIS 80×60 86MS,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE ASTECH 4 FEUX 50×50 MIS CSI-50MS,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE SMART TECHNOLOGY 4 FEUX 50×50 INOX STC-50×50S,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE SMART TECHNOLOGY 5 FEUX 80×60 INOX,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE FERRE 4 FEUX 50×50 NOIR FSC40G2,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE HAIER 3 FEUX GAZ 1 FEUX ÉLECTRIQUE 60×60 INOX,Neuf,Plateau                                                                                Dakar,269000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40ea4d612fb3f9dc10f3174ca37152d2/-/horizon-files-prod/ed/picture/qweevne4/abc20155e8c0176e0bb6a0686313576e05f0eabc.jpg
CUISINIÈRE REALCE 4FEUX 50X50 INOX,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE ASTECH 4FEUX 50X50 INOX,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE 5FEUX ELACTRON FULL OPTION,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
Cuisinière Haier 4feux 60x60 Gris,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
Cuisinière 4feux 60x60Full option Technolux,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE ASTECH 4 FEUX INOX 50X50 A GAZ,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE 5FEUX FULL OPTION INOX AVEC TOURNE BROCHE,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
Friteuse à Air numérique  écran tactile 6L,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE FERRE 4 FEUX 50X50 NOIR,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
CUISINIÈRE REALCE 5 FEUX 80X60 WHITE,Neuf,Plateau                                                                                Dakar,59000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a6e020205e924026b8a9f17e03148a/-/horizon-files-prod/ed/picture/q6xx0d74/6296cfcbac94850bf19c449bbcb8d93e6eed3362.jpg
"Friteuse Decakila à Air Digital 2,2L 2pièces",Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
"Friteuse Decakila à Air Manuel 4,5L 2Pièces",Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE GEHOT 5FEUX 90X60 FULL OPTION,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE ASTECH 5FEUX FULL OPTION 90X60,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE 5FEUX ASTECH 80X60 INOX,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE MIDEA 5FEUX FULL OPTION 90X60,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE 5FEUX FULL OPTION ASTECH,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
PLAQUE HAIER INDUCTION ENCASTRABLE 90X60,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINE FULL OPTION 4FEUX ELACTRON INOX,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
CUISINIÈRE TECHNOLUX 5 FEUX INOX 90X60,Neuf,Plateau                                                                                Dakar,89000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7714e518d25e065730fb4c2595bcce7e/-/horizon-files-prod/ed/picture/q44dnee2/85c2d4a1271aaf9507ffb28a2a3bebf834d1e610.jpg
HOTTE DE CUISINE BEKO 90X60 ÉCLAIRAGE ×,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
Four encastrable beko à gaz 60Cm,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
FOUR BEKO ENCASTRABLE ÉLECTRIQUE,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
CUISINIÈRE ELACTRON 4FEUX 50X50 INOX,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
PLAQUE ENCASTRABLE VITROCÉRAMIQUE 60CM ENDURO,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
HOTTE DE CUISINE HAIER 90CM NOIR 200W,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
CUISINIÈRE ASTECH 4FEUX 50X50 INOX,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
CUISINIÈRE LG 4FEUX 60X60 SILVER,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
CUISINIÈRE LG 5FEUX 90X60 SILVER,Neuf,Plateau                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
Gourmia AIR FRYER FRITEUSE à Air numérique,Neuf,Médina                                                                                Dakar,39000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2754110d9b60e1c3d0568dd8444e3505/-/horizon-files-prod/ed/picture/qxj6npxq/6e7275f8d852eda68189fbc5ed833d2ad2a7521d.jpg
HOTTE DE CUISINE HAIER INOX 60Cm,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
HOTTE DE CUISINE HAIER NOIR 60X60,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
PLAQUE DE CUISSON HAIER NOIR 50X58,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
CUISINIÈRE ELACTRON 4FEUX 50X50 INOX,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
Cuisinière à gaz 3 feux,Neuf,Grand-Yoff                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
FOUR BEKO ENCASTRABLE 74L ÉLECTRIQUE,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
CUISINIÈRE ROCH 4FEUX 60X60 INOX FULL OPTION,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0aacf9345fde0e00e4fd7a1bfaf44b4/-/horizon-files-prod/ed/picture/qxj69k58/10ea1e5e01d680abc46a55e4e0678c26852ab713.jpg
