details,etat,adresse,prix,image_lien
RÉFRIGÉRATEUR SHARP INVERTER 2PORTES 541 LITRES,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
RÉFRIGÉRATEUR LG SIDE BY SIDE 668 LITRES AVEC FONTAINE,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
RÉFRIGÉRATEUR 2PORTES 138L SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
CONGÉLATEUR 300LITRES SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
RÉFRIGÉRATEUR BAR 2PORTES SMART TECHNOLOGY 100L,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
RÉFRIGÉRATEUR 2PORTES 138L SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
RÉFRIGÉRATEUR BAR 2PORTES SMART TECHNOLOGY 85L,Neuf,Plateau                                                                                Dakar,139000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a825375147aa0416f10d5966a558bb01/-/horizon-files-prod/ed/picture/qwez88d0/2ed33874bef4f8a8b0c72642ea01d721ad1ca8b4.jpg
CONGÉLATEUR 600L ASTECH  A+ SILVER,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
CONGÉLATEUR 800 LITRES ASTECH A+ SILVER,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
CONGÉLATEUR 800 LITRES ASTECH A+ SILVER,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
FONTAINE SMART TECHNOLOGY CHAUD ET FROID,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
RÉFRIGÉRATEUR SIDE BY SIDE ASTECH 490 LITRES,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
RÉFRIGÉRATEUR DESKA BAR 2PORTES 100litres,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
FONTAINE SMART TECHNOLOGY CHAUD/FROID,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
FONTAINE SMART TECHNOLOGY CHAUD/FROID,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
FONTAINE SMART TECHNOLOGY FROID/CHAUD,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
CONGÉLATEUR 250 LITRES SMART TECHNOLOGY HORIZONTAL A+++,Neuf,Plateau                                                                                Dakar,319000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60e3b36c33ace5a6aedf6eecde67c486/-/horizon-files-prod/ed/picture/qm5r90j2/5fb795952942981ef8e90fdebe1a343cfa027810.jpg
Congélateur 200litres Smart Technology Silver,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
Congélateur 160litres Astech blanc Horizontal,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
Congélateur 130litres Icona Silver horizontal,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
Congélateur smart technology 102 litres Silver,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
RÉFRIGÉRATEUR HAIER INVERTER 226 LITRES,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
RÉFRIGÉRATEUR HAIER COMBINÉ 320 LITRES AVEC FONTAINE,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
RÉFRIGÉRATEUR ROCH COMBINÉ 4TIROIRS 325L SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
RÉFRIGÉRATEUR ROCH COMBINÉ 5TIROIRS 251L SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
CONGÉLATEUR SHARP 8 TIROIRS PLAQ ALLUM,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
FONTAINE INDUSTRIELLE SOLSTART 2 ROBINETS,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/740ad46896b2b0680f98a9d48eeb1cfe/-/horizon-files-prod/ed/picture/q0g20xpx/9f62d40d226ff9be1b5733b644865b3f6c3b7c67.jpg
Réfrigérateur Roch 315litres 2portes Silver,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Réfrigérateur Roch 150L Combiné 2Tiroirs Silver A++,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Réfrigérateur Side by Side smart technology 4portes,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Réfrigérateur Side by Side smart technology A+,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 300litres Ascoli Horizontal Blanc,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 250litres Smart Technology Silver horizontal,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 210litres Roch Horizontal Silver,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 250litres Icona horizontal Blanc,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 215litrrs Smart Technology Silver,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur 190litres Astech Silver,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9319909925698d2534bf451eb41f5181/-/horizon-files-prod/ed/picture/q44d24p8/4afa111fe6702299f9b13fe2f01a7d6a5c115b73.jpg
Congélateur Roch 270Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur Astech 260Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur Haier 350Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur 300Litres Elactron Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur 230Litres Smart Technology Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur 300Litres Ascoli Horizontal Blanc,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur 250Litres Smart Technology Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Congélateur 210litres Roch Horizontal Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Réfrigérateur 135Litres Roch 2portes Silver,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
Réfrigérateur 700litres Roch Vitrine 2 portes,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77a3bcc95c2bcbd65da339ee8e9eab3c/-/horizon-files-prod/ed/picture/q6x62dzg/7995621c7ce5a910b73c9bd467d8da0aeda04bae.jpg
CONGÉLATEUR 400LITRES ELACTRON SILVER,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur Hisense 340litres horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur Sharp 300Litres horizontal Blanc,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur 400Litres Smart Technology Horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur 350Litres Smart Technology Silver horizontal,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur LG 130Litres Inverter Blanc,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur Hisense 300Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
congélateur 300Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur 300litres Astech Horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
Congélateur Solstar 200Litres Horizontal Silver,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec1077f6226d11106f21eac8d0629ce/-/horizon-files-prod/ed/picture/q787dxeq/33a92f4eae11ebf1d0142e1dc4dcb6289b91132e.jpg
FONTAINE FINIX AVEC FRIGO BLANC,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR LG INVERTER 190LITRES HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR BEKO 7TIROIRS NOFROST SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR 400LITRES ROCH HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR BEKO 8TIROIRS A+ NOFROST SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR HAIER 400LITRES BLANC HORIZONTAL,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR SOLAIRE ICONA 9TIROIRS VERTICAL SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR ASTECH 400LITRES HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
CONGÉLATEUR LG 7 TIROIRS 324LITRES SILVER,Neuf,Plateau                                                                                Dakar,219000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12a36b95e7b16b6f8bf171ccfa4ea61/-/horizon-files-prod/ed/picture/qwez95pk/aa529a64226f4b188f329a3d4848b0d22d4d7e39.jpg
RÉFRIGÉRATEUR BEKO COMBINÉ 3TIROIRS 350L SILVER,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
RÉFRIGÉRATEUR COMBINÉ 5TIROIRS SMART TECHNOLOGY SILVER,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
RÉFRIGÉRATEUR BEKO COMBINÉ 4TIROIRS 300L AVEC FONTAINE,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
RÉFRIGÉRATEUR BEKO COMBINÉ 3TIROIRS 460LITRES NOFROST SILVER,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
CONGÉLATEUR SOLSTAR 600LITRES HORIZONTAL,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
CONGÉLATEUR ASTECH 800LITRES HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
CONGÉLATEUR HAIER 700LITRES BLANC,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
RÉFRIGÉRATEUR ROCH COMBINÉ 4TIROIS AVEC FONTAINE,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
RÉFRIGÉRATEUR ROCH 260LITRES VITRINE,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
FONTAINE FINIX AVEC FRIGO ROUGE,Neuf,Plateau                                                                                Dakar,83000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08625bac19c2f4c1ebe441181ac64e31/-/horizon-files-prod/ed/picture/qngdkqe0/c65e1e4373003744be4ba44273302a4592279977.jpg
CONGÉLATEUR 130LITRES ICONA HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
CONGÉLATEUR 130LITRES ICONA HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
RÉFRIGÉRATEUR SAMSUNG SIDE BY SIDE,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
RÉFRIGÉRATEUR BEKO 270L COMBINÉ 3TIROIRS SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
RÉFRIGÉRATEUR BEKO 240LITRES COMBINÉ 3T SILVER,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
RÉFRIGÉRATEUR BEKO 287LITRES COMBINÉ 3T PLAQ ALU,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
RÉFRIGÉRATEUR COMBINÉ 3TIROIRS SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
CONGÉLATEUR SHARP 200L BLANC HORIZONTAL,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
CONGÉLATEUR ICONA 8TIROIRS PLAQ ALUMINIUM,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
CONGÉLATEUR ICONA 9TIROIRS PLAQ ALLU,Neuf,Plateau                                                                                Dakar,339000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f9124361edb6734195377fb4db46609/-/horizon-files-prod/ed/picture/qngd8x9v/bd12cfc10b56a64b86a038434f15643490f915e7.jpg
CONGÉLATEUR 700LITRES HAIER  HORIZONTAL BLANC,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/649de5daa63b33c113d22def97db647a/-/horizon-files-prod/ed/picture/qxj6m888/4e7a77cb50626b71ac27f1efe61447c953a4efb0.jpg
CONGÉLATEUR 600L VITRINE ENDURO,Neuf,Plateau                                                                                Dakar,129000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/649de5daa63b33c113d22def97db647a/-/horizon-files-prod/ed/picture/qxj6m888/4e7a77cb50626b71ac27f1efe61447c953a4efb0.jpg
