details,etat,adresse,prix,image_lien
CONGELATEUR HORIZONTAL - ASTECH – 600 LITRES,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
CONGELATEURHORIZONTAL - ASTECH  – 320 LITRES,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
CONGELATEUR HORIZONTAL - ASTECH - 280 LITRES,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
REFRIGERATEUR - ASTECH - VITRINE – 280 LITRES – A+,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
REFRIGERATEUR - VITRINE – ASTECH - 1 PORTE – 380 LITRES – A,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
CONGÉLATEUR 9 TIROIRS ICONA GOLD,Neuf,Plateau                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
CONGELATEUR VERTICAL - ASTECH - 7 TIROIRS - ALUMINIUM,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
REFRIGERATEUR COMBINE – ASTECH - 3 TIROIRS – 315 L,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
REFRIGERATEUR ASTECH - 3 TIROIRS – 329 L + FONTAINE,Neuf,Ouakam                                                                                Dakar,189900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec185f7767b5f611cb557e1559c37cf9/-/horizon-files-prod/ed/picture/qxjd7z6q/6029df618638bfd050f9b454f00ea903be06e140.jpg
CONGÉLATEUR 300 LITRES ELACTRON,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR 600 LITRES ASTECH HORIZONTAL SILVER,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR BEKO VERTICAL,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
RÉFRIGÉRATEUR WESTPOOL BAR,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGELATEUR VERTICAL - SMART TECHNOLOGY - 6 TIROIRS,Neuf,Ouakam                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR 260 LITRES ASTECH HORIZONTAL,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR ASTECH 190 LITRES HORIZONTAL,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR 6 TIROIRS VERTICAL,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR 102 LITRES HORIZONTAL SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
CONGÉLATEUR 300 LITRES ASCOLI ITALIE,Neuf,Plateau                                                                                Dakar,179900,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d9ae806a048ab07e7474f7973ddba87/-/horizon-files-prod/ed/picture/q0gpmqgk/eec462541616d5f1f403463a559f9ba766d714eb.jpg
RÉFRIGÉRATEUR ROCH 2 PORTES BLEU-MIROIR,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR ROCH COMBINE 3 TIROIRS RFR-350 DB-A,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR HAIER COMBINE 3 TIROIRS SILVER HCN390 ST,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR ROCH BAR 1 PORTE SILVER RFR 120 S,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR ROCH SIDE BY SIDE 4 PORTES 525L,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
SPLIT ROCH 12000 BTU INVERTER,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR TCL SIDE BY SIDE TRF 460CD,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR ASTECH COMBINE 5 TIROIRS FC 270,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
CONGÉLATEUR 600 LITRES WHIRPOOL,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
CONGÉLATEUR 400 LITRES ELACTRON,Neuf,Plateau                                                                                Dakar,179000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c0837cea0582fd7d785bf4058c8fec4/-/horizon-files-prod/ed/picture/qq4466vv/de419c9d9aae0ae16b1066fd4f40b28409fb2871.jpg
RÉFRIGÉRATEUR ASTECH COMBINE 5 TIROIRS FC 270,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR BAR 110LITRES ROCH SILVER,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR ROCH 2 PORTES 195 LITRES,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR ELECTROLUX 617 LITRES NO FROST,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
CONGELATEUR SOLSTAR HORIZONTAL,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
CONGELATEUR WHIRPOOL HORIZONTAL,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
CONGELATEUR ASTECH HORIZONTAL,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR ROCH BAR 85 LITRES 1 PORTE,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR ELECTRICOOL COMBINÉ 4 TIROIRS NOIR-MIROIR,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
RÉFRIGÉRATEUR ELACTROCOOL COMBINÉ 4 TIROIRS  ROUGE MIR,Neuf,Plateau                                                                                Dakar,169000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d53e5e344bdde999e1ecaa0123ae64b/-/horizon-files-prod/ed/picture/qweejxp5/a0211cf388ac6458a8df4dd93cdacc12ddd7746d.jpg
CONGELATEUR ICONA VERTICAL 9 TIROIRS SILVER PLAQ ALUM,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGELATEUR ASTECH HORIZONTAL 920L SILVER CH 920AC,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGELATEUR ASTECH HORIZONTAL 800LITRES SILVER CH790,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGELATEUR HAIER HORIZONTAL 900 LITRES BLANC HCF788,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
RÉFRIGÉRATEUR ENDURO COMBINE,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGELATEUR LG VERTICAL 7 TIROIRS SILVER B414ELFM,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGÉLATEUR 720 LITRES SMART TECHNOLOGY,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
CONGÉLATEUR 600 LITRES ASTECH,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
RÉFRIGÉRATEUR CANDY COMBINE 3 TIROIRS ENCASTRABLE WHITE,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
RÉFRIGÉRATEUR ASTECH COMBINE 4T FC335VG,Neuf,Plateau                                                                                Dakar,279000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab293b41ad4d70d61662fef75c9a9713/-/horizon-files-prod/ed/picture/qv44qmzx/d99bf6524405192da9294fe457dcc723dede22e1.jpg
Congélateur smart technology horizontal,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR ROCH VERTICAL 8 TIROIRS PLAQ ALLU RUF-295-j,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR SMART TECHNOLOGY HORIZONTAL 350L SILVER,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR SMART TECHNOLOGY HORIZONTAL 980 L,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR SMART TECHNOLOGY HORIZONTAL 102 LITRES,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3 TIROIRS + FONTAINE,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR BEKO HORIZONTAL 400 LITRES HSA -32502,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR ASTECH VERTICAL 7 TIROIRS PLAQ ALU FA-373SS,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR ASTECH VERTICAL,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
CONGELATEUR HAIER HORIZONTAL,Neuf,Plateau                                                                                Dakar,329000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbe6dab26eb122039aa879ad995954b2/-/horizon-files-prod/ed/picture/qgqqjdjk/7227a3b14d91dd7f1faa11c64c480c1a6440634e.jpg
RÉFRIGÉRATEUR ASTECH MINI BAR 70 LITRES,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Réfrigérateur LG Side by Side knock knock,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Réfrigérateur Side by Side Elactron 2P Inox avec Dist,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Réfrigérateur Side by Side Elactron 4 portes Inox,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Congélateur 9tiroirs Icona vertical red,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Congélateur 9tiroirs Icona plaque aluminium,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
Réfrigérateur LG Side by Side GC_287 avec fontaine,Neuf,Plateau                                                                                Dakar,110000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c89a3a6dd4fc5e11152b5301f512cc2e/-/horizon-files-prod/ed/picture/qxjjn2m8/2275f78a642fad67d22dab0b3f180fdb75be6bca.jpg
